"id","areaHa","areaAcres","elevWestCL","slopeCL","aspectCL","sriCL","tpiCL","twiCL","hliCL","wbdCL","awsCL","precipCL","gddCL","FRID","bAreaDSN","treeCovDI","treeCovDSN","treeCovDSA","openPctDI","openPctDSN","openPctDSA","dstgDvDI","dstgDvDSN","dstgDvDSA","opnSizeDI","opnSizeDSN","opnSizeDSA","devSizeDI","devSizeDSN","devSizeDSA","lrgPctDI","lrgPctDSN","lrgPctDSA","tSizeDvDI","tSizeDvDSN","tSizeDvDSA","lrgSizeDI","lrgSizeDSN","lrgSizeDSA","tSizeDI","tSizeDSN","tSizeDSA","treeQmdDI","treeQmdDSN","treeQmdDSA","stageDSN","stageDSA","sizeDSN","sizeDSA","CompDSN","CompDSA"
1011,61.7900005156946,152.686180774307,"lower montane","gentle","mixed","mixed","mixed","mesic","mixed","low","high","moderate","moderate",55.37,0.94,-1.24,1,1,-1.6,1,1,-0.83,0,0,0.06,0,0,-0.82,0,0,-3.07,3,3,-1.63,1,1,-0.88,0,0,0.44,0,0,0.91,0,0,0.25,0.25,0.8,0.8,14.95,14.95
1012,62.3925003719818,154.174988044186,"lower montane","gentle","mixed","mixed","mid slope","mixed","moderate","mixed","high","moderate","moderate",78.71,0.08,0.05,0,0,-0.63,0,0,0.69,0,0,-0.3,0,0,-0.48,0,0,-3.55,3,3,0.2,0,0,-1.1,1,1,-0.57,0,0,0.32,0,0,0,0,0.8,0.8,4.4,4.4
1013,58.2600009395631,143.963375321707,"lower montane","gentle","mixed","mixed","mixed","mesic","moderate","low","high","moderate","mixed",76.86,0.33,-0.76,0,0,-1.02,1,1,0.21,0,0,-0.74,0,0,-1.34,1,1,-2.81,3,3,-0.41,0,0,-1.59,1,1,-0.53,0,0,0.51,0,0,0.5,0.5,0.8,0.8,8.15,8.15
1014,61.7150003082841,152.500851511785,"lower montane","mixed","mixed","mixed","mixed","mesic","mixed","moderate","moderate","high","moderate",74.57,0.72,-0.17,0,0,-0.77,0,0,1.13,0,1,-0.1,0,0,-0.66,0,0,-1.33,1,1,0.44,0,0,0.27,0,0,-0.34,0,0,1.54,0,1,0,0.25,0.2,0.4,4.6,6.85
1015,58.7349999751084,145.137121688492,"lower montane","mixed","mixed","mixed","mixed","mixed","mixed","moderate","high","moderate","moderate",71.62,2.91,-1.09,1,1,-1.12,1,1,0.41,0,0,-0.92,0,0,-0.89,0,0,-1.69,1,1,-0.14,0,0,-0.7,0,0,-0.65,0,0,-0.18,0,0,0.25,0.25,0.2,0.2,21.8,21.8
1016,64.3499977235822,159.012061874858,"woodland-chaparral","mixed","mixed","mixed","mixed","mixed","mixed","low","high","moderate","long",81.32,0.87,-0.98,0,0,-1.13,1,1,-0.36,0,0,-0.83,0,0,-0.43,0,0,-0.87,0,0,-0.6,0,0,-0.98,0,0,0.67,0,0,-1.5,1,1,0.25,0.25,0.2,0.2,6.6,6.6
1017,57.0725005453487,141.029002472584,"lower montane","mixed","mixed","mixed","mixed","mesic","mixed","moderate","mixed","mixed","moderate",72.96,0.39,-0.03,0,0,-0.82,0,0,0,0,0,0.25,0,0,-0.5,0,0,-4.69,3,3,-0.25,0,0,-1.15,1,1,-0.34,0,0,1.48,0,1,0,0,0.8,1,5.95,6.95
1018,55.9175076740752,138.174957338024,"woodland-chaparral","very steep","mixed","moderate","valley-lower slope","mixed","mixed","moderate","mixed","moderate","long",60.11,2.35,-0.38,0,0,-1.3,1,1,-4,3,3,0.18,0,0,0.56,0,0,-9.65,5,5,-1.67,1,1,-0.54,0,0,0.79,0,0,2.47,0,3,1,1,1.2,1.8,22.75,25.75
1019,47.4174997699451,117.171012806523,"lower montane","mixed","mixed","mixed","mixed","mesic","moderate","mixed","high","moderate","moderate",79.47,0.49,-0.37,0,0,-0.91,0,0,0,0,0,-0.04,0,0,0.19,0,0,-4.49,3,3,-0.19,0,0,-0.6,0,0,-0.18,0,0,0.46,0,0,0,0,0.6,0.6,5.45,5.45
1020,41.0000014014208,101.313053462981,"lower montane","gentle","mixed","moderate","mixed","mixed","moderate","low","high","moderate","mixed",68.64,0.23,-0.72,0,0,-1.19,1,1,-0.8,0,0,-0.45,0,0,-0.93,0,0,-7.83,5,5,-1.18,1,1,-3.08,3,3,-0.58,0,0,-0.73,0,0,0.25,0.25,1.8,1.8,11.4,11.4
1021,43.2324999323674,106.829668957876,"mixed","gentle","mixed","moderate","mid slope","mesic","moderate","low","high","moderate","long",43.47,0.07,0.01,0,0,-0.57,0,0,0.64,0,0,-0.1,0,0,-1.15,1,1,-2.11,3,3,0.11,0,0,-3.12,3,3,-0.78,0,0,-0.9,0,0,0.25,0.25,1.2,1.2,7.6,7.6
1022,37.8574994514228,93.5477740194383,"lower montane","gentle","mixed","mixed","mixed","mesic","moderate","mixed","high","moderate","moderate",64.88,0.37,-0.12,0,0,-0.62,0,0,-0.3,0,0,0.09,0,0,-0.91,0,0,-6.47,5,5,-1.6,1,1,-1.88,1,1,-0.38,0,0,0.29,0,0,0,0,1.4,1.4,8.85,8.85
1023,44.6925000384606,110.437402220038,"lower montane","mixed","mixed","mixed","mixed","mesic","mixed","moderate","high","moderate","moderate",78.98,0.82,-0.86,0,0,-0.97,0,0,0.78,0,0,-0.77,0,0,-0.56,0,0,-1.98,1,1,0.2,0,0,-0.78,0,0,-0.5,0,0,0.21,0,0,0,0,0.2,0.2,5.1,5.1
1024,48.1524978398017,118.987229787042,"lower montane","mixed","mixed","high","mixed","mesic","mixed","low","high","moderate","moderate",73.71,3.03,-1.04,1,1,-1.22,1,1,0.33,0,0,-0.86,0,0,-0.92,0,0,3.67,0,3,0,0,0,1.13,0,1,-0.48,0,0,-0.39,0,0,0.25,0.25,0,0.8,21.4,25.4
1025,43.9299986942684,108.553223273472,"lower montane","mixed","mixed","mixed","mixed","mesic","mixed","moderate","mixed","high","moderate",68.75,0.27,0.38,0,0,-0.13,0,0,1.44,0,1,0,0,0,-0.14,0,0,-1.97,1,1,0.9,0,0,1.28,0,1,-0.06,0,0,2.13,0,3,0,0.25,0.2,1,2.35,7.6
1026,43.5274856670733,107.558593457621,"lower montane","mixed","mixed","mixed","mixed","mesic","moderate","low","high","moderate","moderate",77,1.96,-0.42,0,0,-1.12,1,1,-0.39,0,0,0.03,0,0,0.17,0,0,-1.14,1,1,-0.83,0,0,-0.59,0,0,0.19,0,0,0.92,0,0,0.25,0.25,0.2,0.2,12.05,12.05
1027,43.412499775763,107.274457570899,"woodland-chaparral","gentle","mixed","mixed","mixed","mesic","moderate","mixed","high","moderate","long",47.63,0.39,-0.16,0,0,-0.62,0,0,0,0,0,-0.09,0,0,0,0,0,-2.48,3,3,-0.21,0,0,-0.66,0,0,-0.38,0,0,0.82,0,0,0,0,0.6,0.6,4.95,4.95
1028,38.9525004432376,96.2535762202623,"mixed","gentle","mixed","mixed","mid slope","mesic","moderate","low","high","moderate","long",80.47,0.18,-0.7,0,0,-1.08,1,1,0.5,0,0,-0.78,0,0,-1.2,1,1,-2.16,3,3,-0.27,0,0,-1.94,1,1,-0.35,0,0,-0.69,0,0,0.5,0.5,0.8,0.8,7.4,7.4
1030,37.8825002337622,93.6095522026381,"woodland-chaparral","gentle","mixed","moderate","mid slope","mesic","moderate","mixed","mixed","moderate","long",80.84,0.03,-0.76,0,0,-0.99,0,0,0.96,0,0,-0.73,0,0,-1.06,1,1,-1.66,1,1,0.41,0,0,-0.79,0,0,-0.53,0,0,-0.37,0,0,0.25,0.25,0.2,0.2,2.4,2.4
1031,46.8900060661769,115.867549489826,"lower montane","mixed","mixed","mixed","ridge-upper slope","mixed","moderate","moderate","high","moderate","mixed",75.42,1.43,-0.74,0,0,-1.08,1,1,0.59,0,0,0.05,0,0,-0.27,0,0,-1.57,1,1,0,0,0,0.36,0,0,-0.27,0,0,2.59,0,3,0.25,0.25,0.2,0.8,9.4,12.4
1032,26.2499999471436,64.8650623693891,"lower montane","mixed","mixed","moderate","mixed","mesic","mixed","moderate","moderate","high","moderate",69.76,1.09,0.25,0,0,-0.66,0,0,0,0,0,0.26,0,0,0.16,0,0,-2.73,3,3,-0.36,0,0,-0.56,0,0,0.12,0,0,1.13,0,1,0,0,0.6,0.8,8.45,9.45
1033,32.6349991094163,80.642714549323,"lower montane","steep","mixed","mixed","mixed","mixed","mixed","mixed","high","moderate","moderate",72.76,1.63,-0.61,0,0,-1.11,1,1,0,0,0,-0.14,0,0,-0.44,0,0,-3.06,3,3,-0.67,0,0,-0.46,0,0,-0.27,0,0,-0.08,0,0,0.25,0.25,0.6,0.6,12.4,12.4
1034,35.9299997033517,88.7848257669673,"lower montane","mixed","mixed","mixed","mixed","mesic","mixed","mixed","mixed","moderate","moderate",81.56,0.99,-0.87,0,0,-1.06,1,1,0.68,0,0,-0.71,0,0,-0.75,0,0,-3.13,3,3,0.16,0,0,-0.67,0,0,-0.55,0,0,0.24,0,0,0.25,0.25,0.6,0.6,9.2,9.2
1035,37.1825009333004,91.8798189312321,"lower montane","gentle","mixed","moderate","mixed","mesic","moderate","low","high","moderate","mixed",65.92,0.75,-0.72,0,0,-1.13,1,1,-0.44,0,0,-0.5,0,0,-0.43,0,0,-5.22,5,5,-1.88,1,1,-2.27,3,3,0.98,0,0,-1.54,1,1,0.25,0.25,2,2,15,15
1036,34.8774998877677,86.1840460976683,"lower montane","mixed","mixed","mixed","mixed","mixed","mixed","moderate","mixed","moderate","moderate",83.79,1.36,-0.42,0,0,-0.83,0,0,1.01,0,1,-0.07,0,0,-0.87,0,0,-1.15,1,1,0.8,0,0,-0.11,0,0,-0.86,0,0,0.48,0,0,0,0.25,0.2,0.2,7.8,9.05
1037,35.5724985141154,87.9014224533048,"lower montane","mixed","mixed","mixed","mixed","mesic","mixed","low","high","moderate","long",76.98,1.81,-0.92,0,0,-1.25,1,1,0.43,0,0,-0.77,0,0,-0.99,0,0,-2.22,3,3,-0.2,0,0,0.8,0,0,-0.46,0,0,0.36,0,0,0.25,0.25,0.6,0.6,13.3,13.3
1038,34.2899968211267,84.7322966448452,"mixed","mixed","mixed","mixed","mixed","mesic","moderate","mixed","moderate","moderate","long",52.39,1.07,-1.4,1,1,-1.56,1,1,-3.33,3,3,-1.36,1,1,1.22,0,1,0.16,0,0,-2,3,3,-0.27,0,0,0.63,0,0,-0.95,0,0,1.25,1.5,0.6,0.6,19.6,20.85
1039,34.8124998793492,86.023427826866,"lower montane","mixed","mixed","mixed","mixed","mesic","mixed","low","moderate","moderate","mixed",76.33,1.19,-1.01,1,1,-1.14,1,1,-0.05,0,0,-0.43,0,0,-0.56,0,0,0.42,0,0,-0.27,0,0,0.96,0,0,-0.48,0,0,0.47,0,0,0.25,0.25,0,0,12.2,12.2
1040,33.4000002008663,82.5330704963507,"lower montane","mixed","mixed","mixed","mixed","mesic","mixed","moderate","high","moderate","moderate",66.5,1.29,-0.97,0,0,-1.1,1,1,0.69,0,0,-0.71,0,0,-1.07,1,1,-0.83,0,0,-0.11,0,0,-0.23,0,0,-0.82,0,0,-0.62,0,0,0.5,0.5,0,0,8.95,8.95
1041,28.6075003088519,70.6905636381886,"lower montane","gentle","mixed","moderate","mid slope","mixed","moderate","low","high","moderate","long",67.24,0.13,-0.67,0,0,-1,1,1,0.25,0,0,-0.49,0,0,-1.44,1,1,-2.88,3,3,-0.36,0,0,-1.98,1,1,-0.08,0,0,-0.74,0,0,0.5,0.5,0.8,0.8,7.15,7.15
1042,32.8150016449578,81.0875098147729,"lower montane","gentle","mixed","mixed","mixed","mesic","moderate","low","high","moderate","moderate",78.32,0.56,-0.92,0,0,-1.14,1,1,0.1,0,0,0.02,0,0,-0.69,0,0,-2.2,3,3,-0.36,0,0,-0.89,0,0,-0.54,0,0,0.07,0,0,0.25,0.25,0.6,0.6,7.05,7.05
1043,34.280000338599,84.7075948366951,"woodland-chaparral","gentle","mixed","mixed","mixed","mesic","moderate","mixed","high","moderate","long",41.81,0.58,-0.45,0,0,-1.32,1,1,-0.43,0,0,0.06,0,0,-0.66,0,0,-5.51,5,5,-1.33,1,1,-0.79,0,0,0.23,0,0,0.55,0,0,0.25,0.25,1.2,1.2,10.15,10.15
1044,44.8825000397681,110.906901723269,"woodland-chaparral","mixed","mixed","mixed","mixed","mixed","mixed","mixed","moderate","moderate","long",67.32,2.91,-1.1,1,1,-1.42,1,1,-0.62,0,0,-0.68,0,0,-0.72,0,0,-2.63,3,3,-1.27,1,1,1.56,0,1,0.22,0,0,-0.74,0,0,0.25,0.25,0.8,1,24.8,25.8
1045,26.7349997196694,66.0635210572891,"lower montane","mixed","mixed","mixed","ridge-upper slope","mesic","mixed","moderate","high","moderate","moderate",65.84,0.96,0.27,0,0,-0.66,0,0,0.42,0,0,0.3,0,0,-0.55,0,0,-3.73,3,3,-0.27,0,0,-2.64,3,3,-0.5,0,0,1.25,0,1,0,0,1.2,1.4,10.8,11.8
1046,32.1150001252976,79.3577710596167,"lower montane","mixed","mixed","mixed","mixed","mesic","mixed","mixed","mixed","moderate","moderate",74.03,0.75,-1.31,1,1,-1.29,1,1,-1.37,1,1,-1.31,1,1,0.88,0,0,4.02,0,3,-0.68,0,0,1.92,0,1,0.05,0,0,-1.48,1,1,0.75,0.75,0.2,1,13.5,17.5
1047,29.8874999048434,73.8535066398634,"lower montane","mixed","mixed","mixed","mixed","mixed","mixed","moderate","moderate","high","moderate",74.64,0.18,0.16,0,0,-0.24,0,0,1.4,0,1,-0.37,0,0,-0.39,0,0,-3.01,3,3,0.78,0,0,-2.14,3,3,-0.44,0,0,0.22,0,0,0,0.25,1.2,1.2,6.9,8.15
1048,28.4300001366596,70.2519518376926,"lower montane","mixed","mixed","mixed","mixed","mesic","mixed","low","high","moderate","moderate",72.33,3.43,-1.08,1,1,-1.23,1,1,0.72,0,0,-0.83,0,0,-0.77,0,0,-0.72,0,0,0.11,0,0,0.35,0,0,-0.26,0,0,-0.75,0,0,0.25,0.25,0,0,23.4,23.4
1049,29.8525016147634,73.767024115161,"mixed","mixed","mixed","low","mixed","mixed","mixed","mixed","mixed","moderate","long",73.56,0.06,-1.1,1,1,-1.35,1,1,-0.6,0,0,-0.84,0,0,-0.3,0,0,2.11,0,3,-0.78,0,0,0.51,0,0,0.59,0,0,-0.41,0,0,0.25,0.25,0,0.6,6.55,9.55
1050,30.7024980282221,75.8674077526382,"lower montane","mixed","mixed","mixed","mixed","mesic","mixed","low","moderate","moderate","long",77.58,1.49,-1.18,1,1,-1.26,1,1,1.03,0,1,-1.01,1,1,-0.76,0,0,3.33,0,3,0.5,0,0,3.59,0,3,-0.32,0,0,2.14,0,3,0.5,0.75,0,1.8,14.95,25.2
1051,23.5650001946782,58.2302937310596,"woodland-chaparral","gentle","mixed","mixed","mid slope","mesic","moderate","mixed","high","moderate","long",68.26,1.24,-0.74,0,0,-1.2,1,1,-0.62,0,0,-0.67,0,0,-0.62,0,0,-6.75,5,5,-1.16,1,1,-2.01,3,3,-0.33,0,0,-0.07,0,0,0.25,0.25,1.8,1.8,16.45,16.45
1052,29.825000099512,73.6990664958991,"lower montane","mixed","mixed","mixed","mixed","mixed","moderate","moderate","moderate","high","moderate",69.25,0.71,-0.54,0,0,-1.14,1,1,0,0,0,-0.39,0,0,-1.04,1,1,-5.6,5,5,-0.4,0,0,0.98,0,0,-0.62,0,0,0.21,0,0,0.5,0.5,1,1,11.05,11.05
1053,29.2300001918441,72.2287919740564,"lower montane","gentle","mixed","high","mixed","mesic","moderate","moderate","mixed","moderate","mixed",67.5,1.76,-0.86,0,0,-0.99,0,0,1.12,0,1,-0.8,0,0,-1.4,1,1,-1.49,1,1,0.59,0,0,-0.8,0,0,-0.92,0,0,-1.3,1,1,0.25,0.5,0.4,0.4,12.05,13.3
1054,6.36999995725921,15.7405883943854,"woodland-chaparral","gentle","mixed","moderate","mid slope","xeric","moderate","low","low","moderate","long",73.09,0,0.27,0,0,-0.05,0,0,0.46,0,0,0.31,0,0,-0.62,0,0,-3.23,3,3,-0.06,0,0,-2,3,3,-0.24,0,0,1.09,0,1,0,0,1.2,1.4,6,7
1055,24.3025000674971,60.0526927917887,"woodland-chaparral","gentle","mixed","moderate","mid slope","mixed","moderate","low","high","moderate","long",48.57,0,0.22,0,0,-0.16,0,0,1.19,0,1,0.12,0,0,-1.16,1,1,-2.06,3,3,0.57,0,0,-3.8,3,3,-0.74,0,0,-0.75,0,0,0.25,0.5,1.2,1.2,7.25,8.5
1056,25.3349998699939,62.6040514287484,"mixed","mixed","mixed","mixed","mixed","mesic","mixed","mixed","high","moderate","long",69.83,1.51,-0.6,0,0,-1.21,1,1,-0.57,0,0,0.03,0,0,0.12,0,0,-3.97,3,3,-1,1,1,-3.34,3,3,-0.11,0,0,0.27,0,0,0.25,0.25,1.4,1.4,15.8,15.8
1057,31.4824999392476,77.7948314748779,"woodland-chaparral","mixed","mixed","mixed","mixed","mixed","mixed","low","high","moderate","long",79.75,0.81,-0.69,0,0,-1.21,1,1,0.48,0,0,-0.18,0,0,-0.94,0,0,-2.04,3,3,-0.12,0,0,-1.4,1,1,-0.6,0,0,-0.2,0,0,0.25,0.25,0.8,0.8,9.3,9.3
1058,34.1099992032758,84.2875135312546,"woodland-chaparral","mixed","flat","low","mixed","mixed","mixed","mixed","mixed","moderate","long",80.16,0.83,-0.97,0,0,-1.25,1,1,-0.36,0,0,-0.68,0,0,0.96,0,0,0.61,0,0,-0.48,0,0,1.37,0,1,1.04,0,1,-1.69,1,1,0.25,0.25,0.2,0.6,6.4,8.4
1059,34.5749983553212,85.4365496859165,"woodland-chaparral","very steep","mixed","low","mixed","mixed","cool","mixed","moderate","moderate","long",52.44,0.9,0.35,0,0,-1.29,1,1,-1.09,1,1,0.34,0,0,0.18,0,0,-5.12,5,5,-2.18,3,3,-1.43,1,1,0.97,0,0,2.93,0,3,0.5,0.5,1.8,2.4,16,19
1060,27.0125000032292,66.7492381329795,"mixed","mixed","mixed","mixed","mixed","mixed","mixed","moderate","mixed","moderate","mixed",64.74,3.16,-1.07,1,1,-1.37,1,1,-0.47,0,0,-0.06,0,0,-0.25,0,0,-5.43,5,5,-0.7,0,0,-0.62,0,0,0.17,0,0,2.22,0,3,0.25,0.25,1,1.6,27.05,30.05
1061,18.9749999434509,46.8881736102644,"lower montane","mixed","mixed","mixed","valley-lower slope","mixed","mixed","moderate","mixed","moderate","moderate",68.19,1.72,-0.72,0,0,-1.12,1,1,-0.89,0,0,-0.76,0,0,-0.97,0,0,-0.43,0,0,-0.84,0,0,-0.86,0,0,-0.68,0,0,-1.2,1,1,0.25,0.25,0.2,0.2,10.85,10.85
1062,23.7075003392266,58.5824187132459,"woodland-chaparral","mixed","mixed","mixed","mixed","mixed","mixed","moderate","moderate","moderate","long",84.39,0.84,-0.9,0,0,-1.06,1,1,0.75,0,0,-0.73,0,0,-0.34,0,0,0.78,0,0,0.13,0,0,0.71,0,0,0.06,0,0,-1.77,1,1,0.25,0.25,0.2,0.2,6.45,6.45
1063,30.2925000659815,74.8542822880436,"woodland-chaparral","mixed","mixed","mixed","mixed","mixed","mixed","moderate","high","moderate","long",25.72,0.88,-0.34,0,0,-2.12,3,3,-1.82,1,1,0.12,0,0,-0.22,0,0,-4.54,3,3,-1.68,1,1,-0.86,0,0,0.22,0,0,6.43,0,5,1,1,0.8,1.8,13.4,18.4
1064,26.4299999202207,65.3098513028614,"woodland-chaparral","mixed","southwest","moderate","mixed","mixed","mixed","mixed","moderate","moderate","long",60.31,3.21,-0.83,0,0,-1.42,1,1,-4.5,3,3,0.05,0,0,1.77,0,1,-10.48,5,5,-2.96,3,3,-3.33,3,3,0.62,0,0,1.04,0,1,1,1.25,2.2,2.4,32.05,34.3
1065,25.2675002170987,62.4372564114616,"mixed","mixed","mixed","mixed","ridge-upper slope","mixed","mixed","mixed","moderate","moderate","long",48.25,1.55,-1.15,1,1,-1.71,1,1,-0.96,0,0,0.02,0,0,-0.6,0,0,-3.55,3,3,-1.48,1,1,-1.99,1,1,1.54,0,1,3.71,0,3,0.25,0.25,1,1.8,19,23
1066,26.9050000150747,66.4836002872504,"woodland-chaparral","very steep","mixed","low","mixed","mixed","mixed","moderate","moderate","moderate","mixed",53,0.11,0.19,0,0,-1,1,1,-2.4,3,3,0.15,0,0,1.64,0,1,-14.26,5,5,-2.4,3,3,-1.31,1,1,1.48,0,1,5.76,0,5,1,1.25,1.8,3,14.55,21.8
1067,26.140001496922,64.5932506989691,"mixed","mixed","mixed","mixed","ridge-upper slope","mixed","mixed","moderate","high","moderate","long",67.91,3.77,-1.17,1,1,-1.37,1,1,-2.11,3,3,-0.81,0,0,0.16,0,0,-4.69,3,3,-1.87,1,1,-1.85,1,1,1.15,0,1,0.95,0,0,1,1,1,1.2,33.85,34.85
1068,29.9500026114405,74.0079539529999,"woodland-chaparral","mixed","mixed","moderate","valley-lower slope","mixed","mixed","moderate","moderate","moderate","long",59.18,1.65,0.16,0,0,-1.2,1,1,-1.57,1,1,0.25,0,0,0.94,0,0,-5.52,5,5,-1.67,1,1,-2.7,3,3,0.19,0,0,2.42,0,3,0.5,0.5,1.8,2.4,19.75,22.75
1069,20.5375000099165,50.7491893995042,"woodland-chaparral","mixed","mixed","moderate","mixed","mesic","mixed","low","high","moderate","long",83.96,0.2,-0.61,0,0,-0.91,0,0,1.02,0,1,-0.68,0,0,-1.2,1,1,-5.26,5,5,-0.12,0,0,-1.36,1,1,-0.33,0,0,-1.64,1,1,0.25,0.5,1.4,1.4,9.25,10.5
1070,25.5024997797346,63.0179520807131,"woodland-chaparral","mixed","mixed","moderate","mixed","mixed","mixed","moderate","moderate","moderate","long",59.69,4.35,-1.51,1,1,-1.76,1,1,-3.09,3,3,-1.04,1,1,1.56,0,1,-10.97,5,5,-2.22,3,3,0.19,0,0,0.82,0,0,2.12,0,3,1.25,1.5,1.6,2.2,41,45.25
1071,24.8749989870221,61.467366246881,"lower montane","gentle","mixed","moderate","mixed","mesic","mixed","low","high","moderate","mixed",64.9,0.2,-0.7,0,0,-1.45,1,1,-1.33,1,1,0.14,0,0,-0.88,0,0,-11.46,5,5,-2.61,3,3,0.29,0,0,5.82,0,5,0.56,0,0,0.5,0.5,1.6,2.6,11.5,16.5
1072,26.0424939645707,64.3523047111524,"woodland-chaparral","very steep","mixed","low","valley-lower slope","mixed","cool","mixed","moderate","moderate","long",44.5,0.39,0.21,0,0,-1.19,1,1,-2.67,3,3,0.6,0,0,2.77,0,3,-7.49,5,5,-3.67,3,3,-2.16,3,3,4.76,0,3,5.72,0,5,1,1.75,2.2,3.8,17.95,29.7
1073,21.4900009361527,53.1028668132801,"lower montane","gentle","mixed","mixed","mixed","mesic","mixed","low","high","moderate","long",55.05,1.05,-1.06,1,1,-1.22,1,1,0.11,0,0,0,0,0,-1.01,1,1,-1.69,1,1,-0.25,0,0,-0.46,0,0,-0.68,0,0,-0.83,0,0,0.5,0.5,0.2,0.2,13.75,13.75
1074,9.96499986889103,24.6240129260232,"woodland-chaparral","mixed","mixed","mixed","mixed","mixed","mixed","moderate","high","moderate","long",38.03,2.16,-1.21,1,1,-1.51,1,1,-0.9,0,0,-0.78,0,0,-0.74,0,0,-2.84,3,3,-1.42,1,1,-1.71,1,1,0.48,0,0,1.87,0,1,0.25,0.25,1,1.2,22.05,23.05
